n_cargos,static_v3_cost_mean,static_v3_cost_min,static_v3_cost_max,static_v3_time_ms,static_v3_rounds,dynamic_v2_cost,dynamic_v2_time_ms,dynamic_v2_rounds
42,8217.918492840941,7866.205474212758,8604.463634642721,5.213900003582239,9,8029.718729177687,18.115899991244078,9
43,8489.325194736619,8198.622472989722,9040.944781680533,4.81079999008216,9,7558.063636688135,22.908300015842542,9
44,8772.489793750234,8388.077787627262,9098.794766794083,4.279599990695715,9,7670.048795432474,20.97370001138188,9
45,8531.558947820718,7724.394514419339,9072.084481085029,4.355799988843501,9,8139.098650408841,19.68589998432435,9
46,8881.627263093531,8525.150319120094,9410.92816201855,4.37959999544546,10,7903.2981154975705,20.159800013061613,10
47,9094.930691790487,8198.62300068154,9764.753071025334,5.117199994856492,10,8017.567116081658,21.551699988776818,10
48,9197.65122530273,8402.957027055989,9805.586923229928,5.822799983434379,10,8470.224688435554,22.72799998172559,10
49,9215.194781561377,8713.38099305462,9712.510304312067,4.7676000103820115,10,8422.43622052408,25.240999995730817,10
50,9567.254285778083,9236.73397055737,9959.066221716483,5.6828999950084835,10,9095.818055165702,28.694799984805286,10
51,9508.988116711238,9311.590599708808,9693.354262071083,4.913900018436834,11,8578.401127046163,26.108400023076683,11
52,9945.51685680505,9462.312761177098,10448.71543746641,5.069500009994954,11,8932.02193095193,25.737399992067367,11
53,9980.796530057016,9484.603848354016,10368.40117157189,4.927100002532825,11,8971.048849936658,26.302599988412112,11
54,10228.86585453705,9997.34432164167,10462.478149045064,5.071100022178143,11,9015.763337439026,27.371800009859726,11
55,10085.516695330487,9574.638965454425,10595.640447333357,5.082199990283698,11,9040.070091941825,27.098999998997897,11
56,10388.809936477188,9821.473375095695,10806.887906371481,6.198700022650883,12,9428.228781923688,27.287800010526553,12
57,10223.2384434629,9873.264728447564,10634.09838404941,5.451299977721646,12,9276.594429982375,28.68970000417903,12
58,10247.132913066916,9543.305003756916,10721.04259796227,5.933100008405745,12,9243.957755722622,28.962999989744276,12
59,10299.319714267343,9718.80528361415,10783.263931527763,6.316000013612211,12,9962.083422552754,32.278900005621836,12
60,10343.947062203932,9618.65218859921,10897.778110513262,6.110199989052489,12,9852.529287380472,29.767200001515448,12
61,10443.971953080416,9916.075948615051,11083.815198453496,5.684300005668774,13,9937.090221645385,33.40849999221973,13
62,10841.107272201767,10239.78252419714,11265.897768533869,5.960899987258017,13,9530.598866214084,34.103000012692064,13
63,10962.846668723303,10564.902717062161,11515.103478238652,7.735299994237721,13,10157.319534113134,31.77609998965636,13
64,10911.394137653771,10716.025003943147,11201.099172855644,6.087300018407404,13,10178.288737098723,31.105499976547435,13
65,11184.31548067871,10405.544614026643,11606.776123767497,5.8105000061914325,13,9576.263148675243,36.515000014333054,13
66,11176.8508912938,10491.127073651889,11947.52219885875,6.147900014184415,14,10247.748674196495,33.64580002380535,14
67,11451.113681438137,11179.76440314559,11771.79013339497,7.299699995201081,14,11038.031050537182,37.677800020901486,14
68,11524.129827522536,11214.308542188093,11868.81857009115,5.932100000791252,14,10985.19295187577,39.44579997914843,14
69,11441.106714523909,11260.63026790992,11625.037637233536,6.535099993925542,14,10879.770057402833,49.58729998907074,14
70,11805.045080136983,11439.481641962448,12267.358979723005,6.9632999948225915,14,10646.420798885896,39.895900001283735,14
71,12233.835284992001,11785.16089845955,12632.536857948075,7.006899977568537,15,10357.522834316827,45.31840002164245,15
72,12265.7788123924,11811.424131453241,12703.35189592712,7.375599991064519,15,10304.699323723094,43.9681000134442,15
73,12597.194668735672,12214.818934522664,12804.38472960588,7.128199998987839,15,11126.135007482451,44.43879998871125,15
74,12535.252769774754,11654.01726925507,13152.907625793527,6.687800021609291,15,11189.92738170173,40.25829999591224,15
75,12706.736999446168,12377.65800103668,13242.62855424423,7.137199980206788,15,11366.905459128378,44.96490000747144,15
76,12657.773334044243,12333.334294355462,12935.619157667661,8.184200007235631,16,11541.743922053034,47.91379999369383,16
77,13073.50393751961,12953.906812261006,13235.963993789033,7.749200012767687,16,11707.893566014587,44.397099991329014,16
78,13064.323000978906,12438.269652074374,13956.990854593605,6.958299985853955,16,11944.992136247227,46.490499982610345,16
79,13297.751202442038,12529.476385626134,13844.734505368342,9.444600000279024,16,11550.655317051447,50.561900017783046,16
80,13385.588233539065,12664.512786762847,13784.85483095872,7.519799983128905,16,11619.729663190345,45.26899999473244,16
81,13506.300431725602,12923.822761116782,14002.712324087719,8.45860000117682,17,11800.43891231411,45.106700010364875,17
82,13583.747986997978,12794.613432466582,14192.404488867269,7.467699993867427,17,11087.641181486695,45.785200025420636,17
83,13536.638217399768,13288.199535352103,13848.077646911002,8.490399981383234,17,11787.928862430106,50.781400001142174,17
84,13874.454364484747,13354.04058878405,14201.981958003124,7.5659999856725335,17,11862.374071407541,46.64950000005774,17
85,13832.396954643255,13526.319511855267,14119.711017046946,8.36380000691861,17,12276.079676042002,52.05729999579489,17
86,14032.865349149177,13442.975107428574,14274.643759349088,7.71169998915866,18,12919.372872755404,48.31499999272637,18
87,14271.239239319028,13626.58597521053,14503.34951899632,8.380699990084395,18,12170.8616535578,58.26980000711046,18
88,14653.14518244888,14141.115876876107,14978.582643530415,8.55179998325184,18,12476.70669390971,53.87830000836402,18
89,14628.057414394625,13787.630461485953,15262.362463224423,8.00810000509955,18,12505.8247043111,58.91880000126548,18
90,14394.748209175283,14043.08512586061,14720.417613600202,8.032400015508756,18,12651.76592847236,51.35660001542419,18
91,14403.759285156986,14010.402220279015,14787.905095502992,7.997100008651614,19,12687.854659745906,60.29839999973774,19
92,14925.09525820457,14298.345771812383,15638.88087257203,9.138099994743243,19,12704.473035189407,59.95279998751357,19
93,14781.131066532562,14099.815180479933,15149.607247582084,7.781099993735552,19,13417.134748900095,57.753499975660816,19
94,14798.7585106046,14357.506059193849,15240.238740079218,8.864300005370751,19,13324.712463835238,58.439600019482896,19
95,15347.689345395698,14692.147061035028,16311.260113310957,8.543600008124486,19,13130.91478741011,56.583400000818074,19
96,15471.096831594377,14864.833611202255,16691.700181494383,8.123099978547543,20,13924.277970468938,63.76669998280704,20
97,15588.000396511094,14859.4181315955,16031.11774824595,9.07180001377128,20,14057.595267061604,62.22019999404438,20
98,15537.055907310054,15176.931999545453,16068.83431327529,8.693000010680407,20,14238.582992701482,69.94180000037886,20
99,15756.502715008548,15072.950787356835,16251.201745984072,8.513699984177947,20,13822.106921099587,66.21520000044256,20
100,15828.58034414197,15410.674343129962,16406.522982599814,8.486899983836338,20,13896.251513760482,64.07130000297911,20
101,16378.024094098599,15865.160477078485,16841.087889460356,9.680199989816174,21,14456.92176927385,67.53999998909421,21
102,16226.262669351223,15979.527327794829,16565.66289763156,12.486199993873015,21,14313.668305018327,68.12929999432527,21
103,16225.224418089565,15761.183508730015,16781.968481946737,8.770199987338856,21,14547.123213764255,68.80229999660514,21
104,16572.607317809376,15852.53035360682,17305.65913417714,9.791899996344,21,14481.798607670511,65.5294000171125,21
105,16680.15254556337,16255.896838489041,17290.93393766814,8.986800006823614,21,14611.00393729298,68.12029998400249,21
106,16551.762444801083,15835.950647078897,17273.372169073995,9.927200007950887,22,15190.013531826793,77.22170001943596,22
107,16864.764029587535,16212.654351405716,18063.73451186414,9.884200000669807,22,15302.00109364398,64.65390001540072,22
108,17057.70686027122,16658.692915364838,17562.262434243978,11.36529998620972,22,14881.321169699668,71.94220001110807,22
109,17042.10573956426,16718.403490262608,17521.75032388268,9.943400014890358,22,14774.21091263953,69.38010000158101,22
110,17283.497108651343,16952.6032945053,17609.64421329957,9.736899985000491,22,15336.265922616276,70.36320000770502,22
111,17335.29529237364,17021.893604404555,17947.021562734444,9.839900012593716,23,15450.804516857295,74.91519997711293,23
112,17511.292234420747,17206.970728066073,18129.263418872473,9.98609999078326,23,15369.9566657525,77.18280001427047,23
113,17795.20313723853,17097.756548998514,18466.949433848004,11.253000004217029,23,15465.472487296613,75.51190000958741,23
114,17748.80567960908,17129.814634540446,18656.95422450183,9.983700001612306,23,15755.885742370423,74.58190000033937,23
115,18084.397938280574,17665.501959676527,18559.610077123623,10.112999996636063,23,15831.47019030298,87.61060002143495,23
116,17948.11755681815,17727.050397772615,18217.26383859575,10.014900006353855,24,16070.86850346158,87.25279997452162,24
117,18114.508550906266,17606.00043915802,18633.95229568806,10.612000012770295,24,15868.311808888498,84.23360000597313,24
118,18435.70245462077,18014.735587410272,18824.386808820665,11.097699985839427,24,16019.813288733032,86.97860001120716,24
119,18508.645724733666,18107.15589784042,18829.710774078547,10.865399992326275,24,16390.858982500602,83.77470000414178,24
120,18511.636010515558,17690.264205281674,19458.82697561729,10.332200006814674,24,16164.606279433847,93.55019999202341,24
121,18780.743746259737,17722.2942750421,19581.76471024088,10.93580000451766,25,16276.40771817421,83.2018000073731,25
122,18737.45422968693,18001.145369864604,19357.770557488846,11.782699992181733,25,16149.840679551478,89.59889999823645,25
123,19263.199267349264,18703.688994733795,19643.42614793687,12.51359999878332,25,16821.744598346755,92.68930001417175,25
124,19296.4219016606,18832.974258591872,19857.022911921773,10.902900015935302,25,16746.357190873234,92.09079999709502,25
125,19149.749584037323,18834.782107569234,19436.31581184563,11.052299989387393,25,16873.80000228963,89.05559999402612,25
126,19320.294966540787,18639.510068834687,19995.434790621694,12.41440000012517,26,16961.66959017045,96.84419998666272,26
127,19250.858520846366,18497.163407120548,19831.276286398,10.9148999908939,26,17075.580802266228,94.3429000035394,26
128,19608.55180229732,18965.43828192689,20126.632882155223,12.538500013761222,26,17865.011747659722,108.31589999725111,26
129,19906.47186088677,19214.054425406626,20696.88635939487,11.646700004348531,26,17880.217389837515,95.0056999863591,26
130,19909.314149867125,19445.775248131784,20423.269934457156,11.06469999649562,26,17907.539996494444,92.14950000750832,26
131,20153.608234650455,19644.232881492233,20708.631925472346,12.022599985357374,27,18002.849409643582,96.38290002476424,27
132,20213.980327410158,19717.861371905572,20617.526260215658,12.664399982895702,27,18000.890749281676,99.28039999795146,27
133,20179.59611549849,19685.51217336891,20407.59618152488,11.397199996281415,27,18497.267015730627,100.02799998619594,27
134,20414.99033507791,19935.383395180324,20840.13709299856,12.34180000028573,27,18445.429816228174,105.48739999649115,27
135,20878.38338399272,20467.24272099825,21098.495898730336,12.070400000084192,27,18352.712896384524,104.3418999761343,27
136,20987.500943538045,20446.801456610257,21535.032739699138,11.49269999586977,28,18236.381822053605,100.02350001013838,28
137,20601.128766775168,20303.187924453014,21036.553633002506,13.901199999963865,28,18361.7251476973,103.09469999629073,28
138,20808.157453552398,19944.04784374558,21312.312648428233,13.388399995164946,28,18689.677749317452,115.17649999586865,28
139,20810.687300607824,20443.24226759693,21211.074968579615,12.922900001285598,28,19039.665245425,107.9891000117641,28
140,21081.321182277912,20386.846882799022,21431.042005678253,14.86350002232939,28,19162.40555377824,107.47310001170263,28
141,21388.316283194727,20662.27280843516,22283.788131749483,12.352999998256564,29,19076.11299811459,106.48610000498593,29
142,21077.24620188577,20671.679258200613,21660.69807418614,12.054599996190518,29,18910.10494487986,111.93149999598972,29
143,21153.237216265075,20447.964297675484,21518.87234873406,13.173399987863377,29,19060.09928538156,116.1345999862533,29
144,21517.229473223935,20863.88508127697,22154.833964831607,15.221800014842302,29,19400.915641041698,123.23470000410452,29
145,22014.125348098223,21655.209218830925,22461.387062517762,12.579600006574765,29,19743.368169937836,114.75989999598823,29
146,21994.182833353654,21066.617324702547,22323.590093256422,12.43070000782609,30,19755.0774573482,116.16250002407469,30
147,21945.128876169783,21318.61321074322,22348.865561985753,13.014600001042709,30,19594.394701095003,116.05569999665022,30
148,22311.133292039576,21670.939646431194,23779.08071498629,13.649399974383414,30,19838.69656223108,123.27109999023378,30
149,22236.12556587043,21538.253630520325,23289.32457422514,12.893499981146306,30,20027.678481737465,126.46309999399818,30
150,22458.00240514212,21694.43835963636,23002.77579520843,14.031500002602115,30,19988.9702918445,117.29320001904853,30
151,22458.180338083395,21536.125864417987,23082.101475087704,13.621999998576939,31,20233.542674777567,135.01820000237785,31
152,22578.254949948583,22113.541689845468,22825.050949374654,12.879299989435822,31,20338.228610463677,133.8011000188999,31
153,22469.693509377197,22034.61374927876,23179.620156153607,17.85759997437708,31,20396.845952359956,120.58820002130233,31
154,22855.69724141965,22491.576593643236,23403.14740531687,13.717599998926744,31,20607.207797356317,124.8048999987077,31
155,22791.076607437422,22144.9841788084,23463.362938273636,14.9049999890849,31,20662.488339181964,130.1738000183832,31
156,22871.18661241608,22279.97404396962,23548.931881399087,17.64760000514798,32,20528.25556234702,126.15560000995174,32
157,23151.09519550416,22525.790189529274,23835.124441874723,13.013499992666766,32,20970.083448451678,130.85020001744851,32
158,23343.647359190556,22855.148767861756,24188.295420616363,15.926599997328594,32,20874.57696224805,129.65669998084195,32
159,23496.298517985073,23115.484237886645,24223.45497668937,14.024100004462525,32,21466.93539916712,136.04749998194166,32
160,23836.998989890388,23565.246334481653,24214.55802425362,13.328700006240979,32,21704.59181960373,140.75760002015159,32
161,23876.750393125727,23168.382633197576,24487.824993836795,13.185500021791086,33,21573.244272359065,136.67800000985153,33
162,23984.913383956937,23615.471391833966,24423.95806896859,14.432900003157556,33,21800.089640386374,133.00910001271404,33
163,23957.953030992463,23542.02275975485,24279.668630889035,13.85760001721792,33,21929.69084629564,136.03080000029877,33
164,24084.968333236087,23696.11681937148,24263.11849081814,14.019599999301136,33,22045.484445584265,139.4972999987658,33
165,23893.077064600202,23445.84982374149,25007.804182723063,15.15959997777827,33,22179.64299978268,142.0384000230115,33
166,24453.983208845668,23912.01890784065,25128.37161796671,14.918700006091967,34,22269.995997442635,143.9644999918528,34
167,24534.95253037089,24069.26161263478,24970.01915571579,15.330700000049546,34,21988.224296344146,141.71670001815073,34
168,24865.16903812149,24043.596541960058,25354.35376814351,18.380499997874722,34,22514.52934299669,144.24229998257942,34
169,24861.160547830146,23989.647148331507,25569.13806655093,13.857200014172122,34,22569.712979042197,148.45710000372492,34
170,24906.077239976887,24528.294243109398,25595.35696672629,14.590599981602281,34,22251.96867558942,149.31719997548498,34
171,24685.81672222432,23753.627660242975,25630.18331283694,14.142999978503212,35,22076.098662856428,146.9097000081092,35
172,24902.936169394685,24549.881581307614,25738.096616872317,14.777300006244332,35,22343.666757983672,146.37619999120943,35
173,25104.36471139468,24551.886985511992,25574.624546556348,13.980199990328401,35,22579.75939871443,151.14860000903718,35
174,25114.03497593443,24646.26173127287,25872.9680179176,14.587700017727911,35,22736.82364052387,148.7374000134878,35
175,25174.477794802657,24472.890787681896,25683.92380379637,14.440300001297146,35,22722.195892152078,154.23119999468327,35
176,25187.68665682921,24631.477295540637,25601.814395945363,18.75859999563545,36,22756.5149959079,157.8628999995999,36
177,25275.902891053254,24593.86528621876,25737.31794570892,14.317399996798486,36,22445.909466769772,166.90909999306314,36
178,25277.398960801784,25056.437071826625,25677.834567563328,15.870599978370592,36,23108.54419750691,165.4102000175044,36
179,25616.643724132766,25179.10955483688,26088.1684850361,15.337999997427687,36,22741.764069493984,163.94050000235438,36
180,26032.909647754805,25553.935942451124,27157.350905525534,18.338199995923787,36,23073.330186648214,164.59719999693334,36
181,25905.694753143685,25619.226791836387,26334.478089493336,16.30369998747483,37,23147.618892766055,169.2959000065457,37
182,25706.8152830277,25349.8905292559,26201.02830109263,18.404899979941547,37,23168.68586570363,166.38080001575872,37
183,25883.39830603305,25410.36672292499,26274.742706243927,16.745800006901845,37,23183.11600725521,165.44119999161921,37
184,26175.23230916639,25369.634040931316,26911.79951556361,15.321499988203868,37,23371.365972765707,167.1718999859877,37
185,26161.09614595358,25318.9182342884,26951.579946255304,15.954900009091944,37,23345.65894163506,161.71049998956732,37
186,26279.64147219139,25796.136583990676,27124.060001471313,18.563899997388944,38,23301.63530868112,177.88309999741614,38
187,26528.398098197176,25976.578887103828,26909.746009791794,15.617800003383309,38,23293.18353756277,164.14269999950193,38
188,26632.81344509187,26267.020497761383,27282.99199359007,15.7924999948591,38,23230.07985288988,168.42659999383613,38
189,26892.250501000784,26330.4635667065,27531.77891355541,15.649500011932105,38,24160.433219202674,180.22760000894777,38
190,27167.995574407436,26364.407061661317,27820.53240232408,16.9552999723237,38,24268.320286124115,184.59530000109226,38
191,27008.225214033628,26238.620249158645,27832.755324738224,15.51840000320226,39,24169.80739852724,185.7453999982681,39
192,26974.32684008259,26495.773254192216,27791.3397448037,15.795000013895333,39,24301.477621971684,174.21110000577755,39
193,26968.693507741813,26499.2450802677,27358.061249986575,15.4041999776382,39,24327.268379456284,167.5309999845922,39
194,27303.85470289447,27044.862227152855,28003.19743456781,15.26800001738593,39,24161.238030505112,186.82949998765253,39
195,27204.352701455467,26550.716351872208,27498.160858266867,19.209299993235618,39,24378.0284002076,179.40930000622757,39
196,27512.15109585974,26968.18205016234,28276.33818382607,17.46379997348413,40,24402.775162396832,189.4886999798473,40
197,27703.67208363017,26883.63913061266,28328.959986774964,16.457099991384894,40,24766.288676670934,186.27249999553896,40
198,27557.32698902292,27022.661897756425,28366.84394450028,16.68999998946674,40,24694.130306466646,184.75869999383576,40
199,27803.038380277805,27075.148022737085,28481.18045253722,19.540200009942055,40,24563.349226794264,186.19569999282248,40
200,27787.06627640757,27172.59332033577,28554.628804800395,17.05009999568574,40,25227.246202671926,199.86640001297928,40
