n_cargos,static_v2_cost,static_v2_time_ms,dynamic_v2_cost,dynamic_v2_time_ms
144,21320.278872040282,90.86740000202553,19809.37871150476,130.91020000138087
145,21545.60798854336,89.76170000096317,19968.69751273417,132.9903000005288
146,21640.24291384005,92.54610000061803,19337.46375166694,130.78300000051968
147,21788.221120814982,93.60830000514397,19476.47298856398,132.4278999964008
148,21938.595697354267,93.08620000228984,19653.282645128147,136.72229999792762
149,22038.017087390974,94.55720000551082,20659.675725032765,133.60590000229422
150,22110.192485088955,95.30630000517704,20120.21267844838,134.9402999985614
151,22233.180180564814,98.12570000212872,20311.13894966868,142.79740000347374
152,22347.977667825522,98.82249999645865,20185.70366629087,140.78139999764971
153,22435.841341090352,101.19899999699555,21218.63909948933,141.9095000019297
154,22554.560765399194,96.49399999761954,21091.21081167655,141.38919999822974
155,22564.873699376076,100.11449999728939,20770.919178869925,147.62090000294847
156,22674.901054070036,103.52009999769507,20402.653634686707,146.56880000256933
157,22903.05521242361,99.96349999710219,20612.173341686317,145.18649999808986
158,22964.191927247026,101.60200000245823,20695.28620438809,153.49979999882635
159,23149.391278729698,105.4844000027515,21052.463745956873,151.57609999732813
160,23388.68575166979,99.79549999843584,21302.241313973187,151.23090000270167
161,23614.01486817287,103.66090000024997,21234.692834372734,158.73639999335865
162,23680.96736661455,102.52870000113035,21956.73182660093,159.66409999964526
163,23857.95096516064,107.30460000195308,22311.436412053972,159.82049999729497
164,23976.647627066537,104.88700000132667,21352.760067201303,160.90450000046985
165,24179.619201791797,106.92589999962365,21875.88961672603,162.91150000324706
166,24179.619201791797,110.14930000237655,21607.08250848661,169.69860000244807
167,24378.87676970402,106.823499998427,21582.914923856584,166.92129999864846
168,24543.818365543168,106.00269999849843,22095.278555790166,166.72280000057071
169,24592.431874548765,106.72480000357609,22218.25087925654,166.54710000148043
170,24711.79099720116,109.63590000028489,22364.058578186698,169.43769999488723
171,24813.42908987089,112.55940000410192,22344.354482773462,171.35009999765316
172,24881.704615901996,109.86030000640312,22628.60805663856,172.2529000035138
173,24988.282997345246,112.63689999759663,22417.20777150606,173.4467999995104
174,25011.859868176987,116.02729999867734,23167.185320966506,176.9516999993357
175,25089.501151039985,113.17369999596849,22443.14155650312,174.8003999964567
176,25126.253024395657,114.70700000063516,22334.96594531548,180.99130000337027
177,25255.599835254412,113.24390000663698,22352.239384361597,181.90540000068722
178,25376.48682093797,112.19120000168914,22743.87697145561,182.70559999655234
179,25491.71583860754,114.28500000329223,23415.12775264217,185.77200000436278
180,25585.912653113635,116.04530000477098,22799.545839971586,188.29830000322545
181,25658.272979980255,115.57000000175321,22726.634436363627,186.1594999936642
182,25679.339952917828,111.83209999580868,23197.01634773266,188.51339999673655
183,25882.527523170116,116.43159999948693,23722.081581990766,189.01370000094175
184,26011.874334028864,114.53469999833032,23729.10333937341,189.2401000004611
185,26108.0447973813,117.19750000338536,23807.883248422226,196.40130000334466
186,26212.64920841359,117.72510000446346,24343.31550428122,201.36249999632128
187,26349.804237452125,118.80390000442276,24204.71439887944,194.67980000626994
188,26419.445512138256,121.44640000042273,24287.501207176058,209.4109000026947
189,26601.969182922694,115.14729999908013,24457.5225877438,201.58680000167806
190,26664.359985555217,121.77540000266163,24148.81569974155,200.03749999887077
191,26769.77582127886,127.48789999750443,24273.254343552344,214.6028000061051
192,26839.417095964985,122.18529999518069,24253.2088742966,215.74830000463407
193,26841.191096425846,124.38160000601783,25120.658118160685,214.77329999470385
194,26966.643761089752,125.90330000239192,24813.49675772699,206.75840000330936
195,27063.496866118887,122.10390000109328,25256.60690197978,219.16899999632733
196,27177.844724552077,123.2663999981014,25082.1091658058,223.91639999841573
197,27318.156416972317,126.24099999811733,24564.82300597554,223.0829000036465
198,27396.23132906597,126.80689999979222,25679.018597937225,222.1605000013369
199,27521.68399372987,128.85790000291308,25318.439326106705,226.90290000173263
200,27641.04311638226,128.83740000688704,25576.861956996087,234.27289999381173
