n_cargos,static_v3_cost_mean,static_v3_cost_min,static_v3_cost_max,static_v3_time_ms_median,static_v3_time_ms_min,static_v3_time_ms_max,static_v3_rounds,dynamic_v2_cost_mean,dynamic_v2_cost_min,dynamic_v2_cost_max,dynamic_v2_time_ms_median,dynamic_v2_time_ms_min,dynamic_v2_time_ms_max,dynamic_v2_rounds
108,17099.087866238966,16658.692915364838,17762.7788842569,10.186200015596114,8.97710002027452,12.944000016432256,22,15566.265032125575,15488.213838144351,15779.064980784296,83.60909998009447,79.47229998535477,86.39869999024086,22
109,17109.792311411897,16574.07495973804,18277.730466801262,9.342899997136556,8.565000025555491,11.896599986357614,22,15669.887890536149,15612.395939792475,15754.667858472883,81.25195000320673,78.34460001322441,83.7032999843359,22
110,17231.0961018441,16718.559046437396,17609.64421329957,9.22385000740178,8.941299980506301,10.764500009827316,22,15926.591133481743,15822.022553420831,16119.641640140593,82.88219998939894,78.10899999458343,119.00830001104623,22
111,17405.95026035933,17021.893604404555,17979.704050978096,9.522299995296635,9.124200005317107,10.265199991408736,23,15147.026337392492,15088.882446858137,15188.238292164995,81.98575000278652,79.38839998678304,83.55959999607876,23
112,17620.99525082827,17206.970728066073,18222.034200970207,9.598300006473437,8.83629999589175,10.628099989844486,23,15523.72653711122,15415.594251579267,15679.269392693372,82.45235000504181,81.73410000745207,85.42180000222288,23
113,17860.967572995673,17097.756548998514,18466.949433848004,9.48810001136735,8.567100012442097,10.583800001768395,23,15289.106329104716,15137.852162463112,15465.606033520697,83.56455000466667,80.61239999369718,88.11350000905804,23
114,17807.726114831275,17129.814634540446,18693.05193400491,9.637399998609908,8.823799988022074,10.267100005876273,23,15330.22097267886,15228.548635459523,15474.904301323042,84.63475000462495,82.46289999806322,87.72930002305657,23
115,18001.224783875863,17184.24121831303,18598.992282543557,9.829599992372096,9.413399995537475,10.30890000401996,23,15716.754294517847,15618.47278063664,15793.300083720094,85.13540000421926,83.5953000059817,90.59730000444688,23
116,17961.38776622616,17672.670630708533,18284.97466399192,9.7068000031868,9.3918000056874,11.34180001099594,24,16072.805623519562,15891.795105467001,16170.750027025868,87.48805000504944,83.226700022351,88.49739999277517,24
117,18139.253435073457,17606.00043915802,18633.95229568806,10.10320000932552,9.027799998875707,12.087700015399605,24,16261.817415401483,16198.630640876707,16331.141954797322,88.38439999090042,87.11640001274645,91.47590000065975,24
118,18385.384540855783,17794.809548117635,18824.386808820665,9.876950003672391,9.525800007395446,12.212999979965389,24,16806.09961267998,16593.406925314837,16979.234182340904,90.45985000557266,88.51739999954589,93.75790000194684,24
119,18471.18745543659,18055.44599753784,18829.710774078547,10.534800007008016,9.065399994142354,13.170300022466108,24,16396.135879596506,16205.114454256813,16660.11527882465,93.25010000611655,89.70650000264868,97.42939998977818,24
120,18507.814456419266,17690.264205281674,19458.82697561729,10.21184999262914,9.404999989783391,13.063799997325987,24,16384.350966175116,16171.395230484946,16536.33923825657,93.22950000932906,91.92869998514652,97.77870000107214,24
121,18775.84396724284,17722.2942750421,19581.76471024088,10.212749999482185,9.272800001781434,11.683400021865964,25,16537.927489561698,16433.96928819021,16633.31997251736,95.97500000381842,92.71450000233017,98.3480000286363,25
122,18702.340024179237,18001.145369864604,19357.770557488846,10.370750009315088,9.639600000809878,13.698599999770522,25,16569.843138216627,16511.41573027106,16755.418507641378,101.71115001139697,97.15010001673363,109.87529999692924,25
123,19150.48865898591,18500.582239606294,19643.42614793687,10.94250001187902,9.540600003674626,12.041700014378875,25,17015.29330556961,16762.591453123176,17152.829882535287,101.84364998713136,97.04019999480806,107.6654999924358,25
124,19212.663102669325,18832.974258591872,19857.022911921773,11.405800003558397,9.906799998134375,14.095299993641675,25,17693.052200394148,17453.270782657193,17821.948409104403,101.56140000617597,98.93850001390092,108.78320000483654,25
125,19172.97544601661,18834.782107569234,19729.16182155808,10.488100000657141,10.377500002505258,11.03650001459755,25,17340.262524539387,17227.729646816002,17412.707446372777,100.60540000267792,97.3822999803815,104.17720000259578,25
126,19293.800155014946,18639.510068834687,19995.434790621694,10.44589998491574,9.572299983119592,13.58179998351261,26,17605.673911868485,17489.479178200036,17807.8877885755,103.92465000040829,100.63059997628443,110.12729999492876,26
