n_cargos,static_v2_cost,static_v2_time_ms,dynamic_v2_cost,dynamic_v2_time_ms
116,17067.4928374897,72.48609999805922,16070.86850346158,72.91659999464173
117,17700.542808022856,73.22369999747025,15868.311808888498,72.70589999825461
118,17525.747279016072,73.62799999827985,16019.813288733032,75.63680000021122
119,17655.87006889347,77.12320000428008,16390.858982500602,76.11539999925299
120,17649.45653831172,75.66770000266843,16164.606279433847,77.91670000005979
121,17770.46968020194,76.56410000345204,16276.40771817421,78.98339999519521
122,17961.433896956096,80.02490000217222,16149.840679551478,79.05599999503465
123,18124.597367367653,79.15629999479279,16821.744598346755,80.09739999397425
124,18060.588676799744,79.65339999645948,16746.357190873234,84.6393999963766
125,18125.04092218263,80.59180000418564,16873.80000228963,85.1842999982182
126,18382.62169388465,81.35259999835398,16961.66959017045,81.80259999789996
127,18237.857803628234,81.67850000609178,17075.580802266228,84.58329999848502
128,19063.81948103617,84.88930000021355,17865.011747659722,83.42409999750089
129,19418.496816419654,83.96579999680398,17880.217389837515,86.32590000343043
130,19316.999067102406,86.73819999967236,17907.539996494444,83.87300000322284
131,19176.63936612345,89.65080000052694,18002.849409643582,87.71050000359537
132,19398.707865790682,85.29199999611592,18000.890749281676,89.2013999982737
133,19062.574816107262,86.33179999742424,18497.267015730627,89.25820000149542
134,19558.030173428513,89.98749999591382,18445.429816228174,90.02210000471678
135,19596.020369370715,84.48910000151955,18352.712896384524,92.18929999769898
136,19187.25556487165,87.0509000014863,18236.381822053605,95.2056999958586
137,19180.38675297144,88.32229999825358,18361.7251476973,94.5309000017005
138,19442.675702206823,88.65830000286223,18689.677749317452,93.8255000000936
139,19627.607066617325,94.96690000378294,19039.665245425,95.85910000168951
140,19423.176303933702,89.1537999996217,19162.40555377824,94.62989999883575
141,19461.04177794458,87.64440000231843,19076.11299811459,95.71010000217939
142,20211.34949589108,88.79680000245571,18910.10494487986,100.21699999924749
143,19961.144685752308,91.57259999483358,19060.09928538156,99.82809999928577
144,19880.081490064396,89.06610000121873,19400.915641041698,102.19710000092164
145,20999.33709410924,95.87459999602288,19743.368169937836,101.66430000390392
146,21035.658109205804,91.86659999977564,19755.0774573482,107.13199999736389
147,21359.5710380124,101.70970000035595,19594.394701095003,103.83219999494031
148,21040.40898693759,94.11800000088988,19838.69656223108,104.77350000292063
149,21118.774356953047,97.168900007091,20027.678481737465,110.20499999722233
150,21321.42588086208,97.72639999573585,19988.9702918445,121.09269999928074
151,21561.04008826145,104.70689999783644,20233.542674777567,114.40020000009099
152,21762.93337107742,94.18559999903664,20338.228610463677,115.59980000311043
153,21950.096580320474,98.26449999673059,20396.845952359956,111.90359999454813
154,22107.35577442943,100.64899999997579,20607.207797356317,115.20110000128625
155,22133.240929377072,98.15549999620998,20662.488339181964,115.16060000576545
156,22242.627996070092,99.25939999811817,20528.25556234702,115.2726000000257
157,22064.137733962303,98.51669999625301,20970.083448451678,118.9133000007132
158,22049.33758243061,99.83169999759411,20874.57696224805,120.02740000025369
159,22017.757943657707,102.39710000314517,21466.93539916712,121.96609999955399
160,22339.38148313726,100.62569999718107,21704.59181960373,122.29349999688566
161,22707.074680773796,104.2641999956686,21573.244272359065,119.72080000123242
162,22753.360623401335,103.26060000079451,21800.089640386374,122.7255999983754
163,22656.21159828345,100.92100000474602,21929.69084629564,127.52130000444595
164,22940.059580954352,104.97240000404418,22045.484445584265,123.93280000105733
165,22930.030778909764,106.23329999361886,22179.64299978268,126.20049999532057
166,23015.41767782333,105.40409999521216,22269.995997442635,128.97970000631176
167,23454.18803379199,108.49850000522565,21988.224296344146,135.09820000035688
168,23508.08413520897,108.61429999931715,22514.52934299669,133.18489999801386
169,23588.911945106607,108.80909999832511,22569.712979042197,132.3439999978291
170,23714.337577559763,110.84880000271369,22251.96867558942,129.90949999948498
171,23954.147910222633,111.56340000161435,22076.098662856428,131.63869999698363
172,24019.433643824057,116.44620000151917,22343.666757983672,138.2309000036912
173,23989.809372477153,111.45830000168644,22579.75939871443,137.60870000260184
174,24155.412897455615,110.25379999773577,22736.82364052387,140.0777000017115
175,24186.398175591276,116.45600000338163,22722.195892152078,142.95129999663914
176,24217.854365494793,112.93200000363868,22756.5149959079,140.13420000264887
177,24362.107524321604,114.61679999774788,22445.909466769772,140.39690000208793
178,24619.81948052262,112.47020000155317,23108.54419750691,140.59640000050422
179,24611.647682972598,114.4166000012774,22741.764069493984,147.56599999964237
180,24987.42283959052,114.13820000598207,23073.330186648214,150.74319999985164
181,24722.259849624883,113.19329999969341,23147.618892766055,148.13760000106413
182,24945.742149309222,114.4373999995878,23168.68586570363,142.77089999814052
183,25232.819487956,117.06860000413144,23183.11600725521,150.99389999522828
184,24871.216867280255,115.34409999876516,23371.365972765707,153.31700000388082
185,25116.339451821812,119.80490000132704,23345.65894163506,151.84329999465263
186,25292.04413397069,118.70790000102716,23301.63530868112,149.53650000097696
187,25432.95456002652,120.90159999934258,23293.18353756277,151.5209000062896
188,25363.548030928338,117.87290000211215,23230.07985288988,151.8408999982057
189,25739.84734179397,118.78219999925932,24160.433219202674,156.58979999716394
190,25997.319120118114,120.49439999827882,24268.320286124115,158.31799999432405
